שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2020,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
ניר אליהו,808,NIR ELIYYAHU,4,42,421,20,141,1,562,560,556,2,1950,330,15,1953667822,61,417,10002133,2020,Nir Eliyyahu,410
ניר בנים,553,NIR BANIM,6,61,611,33,143,1,745,745,745,,1954,310,1,1768262001,85,616,10001821,2020,Nir Banim,420
ניר גלים,720,NIR GALLIM,4,44,441,29,143,1,1408,1402,1397,6,1949,320,2,1700063694,20,456,10001836,2020,Nir Gallim,420
ניר דוד (תל עמל),256,NIR DAWID (TEL AMAL),2,23,231,7,,1,739,739,714,1,1936,330,15,2430871220,-103,202,10004568,2020,Nir Dawid (Tel Amal),214
"ניר ח""ן",11,NIR HEN,6,61,612,50,,1,564,564,547,,1955,310,1,1729761303,104,634,10001813,2020,Nir Hen,
ניר יפה,165,NIR YAFE,2,23,234,8,,1,725,725,721,,1956,310,1,2232871941,63,204,10004394,2020,Nir Yafe,213
ניר יצחק,402,NIR YIZHAQ,6,62,622,38,,1,640,640,627,,1949,330,15,1387857210,91,651,10001893,2020,Nir Yizhaq,620
ניר ישראל,699,NIR YISRA'EL,6,61,614,36,,1,888,888,873,,1949,310,6,1656062178,41,633,10001821,2020,Nir Yisra'el,
ניר משה,2047,NIR MOSHE,6,62,621,42,,1,593,593,579,,1953,310,1,1649559852,139,651,10001930,2020,Nir Moshe,620
ניר עוז,69,NIR OZ,6,62,622,38,,1,386,385,368,1,1955,330,15,1430458017,105,651,10001893,2020,Nir Oz,620
ניר עם,348,NIR AM,6,61,614,37,,1,644,644,627,,1943,330,15,1601260322,115,651,10001829,2020,Nir Am,620
ניר עציון,769,NIR EZYON,3,32,322,15,243,1,967,967,878,,1950,320,3,1993973391,209,303,10004333,2020,Nir Ezyon,
ניר עקיבא,2048,NIR AQIVA,6,62,621,42,,1,666,666,664,,1953,310,1,1664459767,154,651,10001930,2020,Nir Aqiva,620
ניר צבי,331,NIR ZEVI,4,43,432,40,133,1,1283,1283,1262,,1954,310,10,1871665110,58,425,10002228,2020,Nir Zevi,
נירים,602,NIRIM,6,62,622,38,,1,370,369,347,1,1949,330,15,1424158297,109,651,10001893,2020,Nirim,620
נירית,1236,NIRIT,4,42,421,20,142,1,936,932,911,4,1982,370,13,1987567262,109,417,15000658,2020,Nirit,410
נמל תעופה בן-גוריון,1748,,4,43,432,,132,,,,,,,520,,1893865703,37,424,10002286,2020,,
נמרוד,4035,NIMROD,2,29,291,71,,,,,,,,510,,2704579460,1097,219,10004579,2020,Nimrod,211
נס הרים,825,NES HARIM,1,11,111,26,444,1,1452,1442,1421,10,1950,310,1,2055462804,681,151,15000597,2020,Nes Harim,
נס עמים,1143,NES AMMIM,2,24,245,4,,1,429,409,372,20,1964,350,,2116776346,25,201,10004302,2020,Nes Ammim,212
נס ציונה,7200,NES ZIYYONA,4,44,442,0,133,1,50706,50656,49646,50,1883,150,,1810164822,39,407,10002241,2020,Nes Ziyyona,
נעורים,186,NE'URIM,4,41,411,16,141,1,413,411,293,2,1953,340,,1872369785,20,409,15000060,2020,Ne'urim,
נעלה,3787,NA'ALE,7,74,,73,145,1,2343,2342,2242,1,1988,190,,2061565225,393,711,10004054,2020,Na'ale,710
"נעמ""ה",3713,NA'AMA,7,75,,75,,1,169,167,166,2,1982,310,1,2443664600,-193,712,10003299,2020,Na'ama,710
נען,158,NA'AN,4,43,432,30,143,1,1761,1761,1720,,1930,330,15,1866564349,90,426,10002241,2020,Na'an,
נערן,3620,NA'ARAN,7,75,,75,,1,105,105,104,,1977,330,15,2431665277,-182,712,10003299,2020,Na'aran,710
נפת בית לחם,1982,,7,76,,,,,,,,,,530,,,,,,2020,,
"נפת בית לחם מ""א 76",1981,,7,76,,76,,,,,,,,530,,,,,,2020,,
נפת ג'נין,1971,,7,71,,,,,,,,,,530,,,,,,2020,,
"נפת ג'נין מ""א 72",1970,,7,71,,72,,,,,,,,530,,,,,,2020,,
נפת חברון,1984,,7,77,,,,,,,,,,530,,,,,,2020,,
"נפת חברון מ""א 78",1983,,7,77,,78,,,,,,,,530,,,,,,2020,,
נפת טול כרם,1975,,7,73,,,,,,,,,,530,,,,,,2020,,
"נפת טול כרם מ""א 72",1974,,7,73,,72,,,,,,,,530,,,,,,2020,,
נפת ירדן,1980,,7,75,,,,,,,,,,530,,,,,,2020,,
"נפת ירדן מ""א 74",1978,,7,75,,74,,,,,,,,530,,,,,,2020,,710
"נפת ירדן מ""א 75",1979,,7,75,,75,,,,,,,,530,,,,,,2020,,710
נפת ראמאללה,1977,,7,74,,,,,,,,,,530,,,,,,2020,,
"נפת ראמאללה מ""א 73",1976,,7,74,,73,,,,,,,,530,,,,,,2020,,710
נפת שכם,1973,,7,72,,,,,,,,,,530,,,,,,2020,,
"נפת שכם מ""א 72",1972,,7,72,,72,,,,,,,,530,,,,,,2020,,
נצאצרה (שבט),1041,NASASRA,6,62,623,,,3,,,,,,460,,2100057000,,699,15003711,2020,An-Nasasira,
נצר חזני,1372,NEZER HAZZANI,4,44,441,31,143,1,503,503,503,,2010,310,2,1871063654,95,456,15002488,2020,Nezer Hazzani,420
נצר סרני,435,NEZER SERENI,4,43,432,30,143,1,909,909,884,,1948,330,15,1834364786,64,426,10002228,2020,Nezer Sereni,
נצרת,7300,NAZARETH,2,25,237,0,,2,77792,149,74,77643,,250,,2279073417,347,211,10004426,2020,Nazareth,213
נשר,2500,NESHER,3,31,311,0,223,1,24039,23728,20814,310,1925,160,,2042074156,157,355,10004207,2020,Nesher,
נתיב הגדוד,3555,NETIV HAGEDUD,7,75,,75,,1,222,220,219,2,1976,310,1,2421565508,-220,712,10003299,2020,Netiv HaGedud,710
"נתיב הל""ה",693,NETIV HALAMED-HE,1,11,112,26,444,1,662,662,647,,1949,330,15,1984562177,300,151,15000597,2020,Netiv HaLamed-He,
נתיב העשרה,1242,NETIV HAASARA,6,61,614,36,,1,886,884,868,2,1982,310,1,1563460906,60,633,10001829,2020,Netiv HaAsara,
נתיב השיירה,792,NETIV HASHAYYARA,2,24,245,4,,1,492,492,470,,1950,310,1,2130276655,43,201,10004302,2020,Netiv HaShayyara,212
נתיבות,246,NETIVOT,6,62,621,0,,1,39703,39650,38370,53,1956,160,,1605659230,133,609,10001930,2020,Netivot,620
נתניה,7400,NETANYA,4,41,411,0,141,1,222129,221606,200481,524,1929,130,,1872569140,28,408,10002089,2020,Netanya,
סאג'ור,525,SAJUR,2,24,242,99,,2,4358,1,,4357,,290,,2324676081,342,260,10004465,2020,Sajur,
סאסא,578,SASA,2,24,244,1,,1,402,402,388,,1949,330,15,2371877026,830,253,10004528,2020,Sasa,211
סביון*,587,SAVYON,4,42,422,99,132,1,4023,4021,3957,2,1951,190,,1886866155,56,455,10001516,2020,Savyon,
סגולה,2046,SEGULLA,6,61,611,35,,1,732,730,730,2,1953,310,1,1792361979,99,632,10001813,2020,Segulla,420
סואעד (חמרייה)*,942,SAWA'ID(HAMRIYYE),2,25,237,9,242,2,197,,,197,,450,,2160574141,171,254,10004497,2020,Sawa'id(Hamriyye),213
סואעד (כמאנה) (שבט),989,SAWA'ID (KAMANE),2,24,242,,,3,,,,,,460,,2320375699,,299,10004465,2020,Sawa'id (Al-Kammana),
סולם,526,SULAM,2,23,234,66,,2,2640,,,2640,,290,,2316572353,118,251,10004394,2020,Sulam,213
סוסיה,3756,SUSEYA,7,77,,78,,1,1237,1237,1235,,1983,370,11,2108058891,798,715,15003512,2020,Suseya,
סופה,1238,SUFA,6,62,622,38,,1,216,216,192,,1975,330,15,1373057207,85,651,10001893,2020,Sufa,620
סח'נין,7500,SAKHNIN,2,24,241,0,,2,32195,26,8,32168,,260,,2283275220,232,262,10004513,2020,Sakhnin,
סייד (שבט),1170,SAYYID,6,62,623,,,3,,,,,,460,,1922057760,,699,10001937,2020,Sayyid,
סלמה,1245,SALLAMA,2,24,242,56,,2,3402,,,3402,,290,,2343575554,195,205,10004513,2020,Sallama,210
סלעית,3567,SAL'IT,7,73,,72,145,1,1409,1409,1389,,1977,310,9,2049568321,247,710,15004488,2020,Sal'it,
סמר,1156,SAMAR,6,62,625,53,,1,276,276,249,,1976,330,15,2018741600,94,608,10001955,2020,Samar,610
סנסנה,3777,SANSANA,7,77,,78,,1,577,577,577,,2013,370,11,1906958567,522,715,10001937,2020,Sansana,
סעד,419,SA'AD,6,62,621,39,,1,845,845,842,,1947,330,3,1557859782,103,651,10001930,2020,Sa'ad,620
סעוה,1360,SA'WA,6,62,623,69,,2,2001,3,,1998,,290,,1971857373,428,624,10001937,2020,Sa'Wa,610
סער,454,SA'AR,2,24,245,4,241,1,875,875,851,,1948,330,15,2105177051,19,201,10004302,2020,Sa'ar,212
ספיר,1176,SAPPIR,6,62,625,54,,1,485,477,410,7,1979,350,,2175250272,-14,657,10001918,2020,Sappir,610
סתרייה,610,SITRIYYA,4,43,432,30,143,1,1102,1101,1080,1,1949,310,1,1854164419,82,426,10002241,2020,Sitriyya,
ע'ג'ר,4501,GHAJAR,2,29,292,99,,2,2702,1,,2701,,290,,2584979731,282,256,10004591,2020,Ghajar,211
עבדון,892,AVDON,2,24,244,52,,1,676,672,661,5,1952,310,1,2171777254,176,255,10004302,2020,Avdon,212
עברון,376,EVRON,2,24,245,4,241,1,859,859,801,,1945,330,15,2097476631,25,201,10004302,2020,Evron,212
עגור,794,AGUR,1,11,112,26,,1,540,540,533,,1950,310,1,1917562283,218,151,15000597,2020,Agur,
עד הלום,1762,,6,61,611,33,143,,,,,,,520,,1681563008,30,616,10001836,2020,,420
עדי,1199,ADI,2,23,237,9,242,1,1858,1857,1852,1,1980,370,7,2165974306,166,254,10004497,2020,Adi,213
עדנים,2035,ADANIM,4,42,421,20,142,1,517,516,504,1,1950,310,1,1912367181,23,417,10002133,2020,Adanim,410
עוזה,826,UZA,6,61,612,34,,1,433,433,433,1,1950,310,2,1776861129,140,631,10001813,2020,Uza,
עוזייר,528,UZEIR,2,25,237,65,,2,3364,4,,3360,,290,,2308174398,179,251,15002369,2020,Uzeir,214
עולש,737,OLESH,4,41,412,16,141,1,1163,1163,1151,,1949,310,1,1988569317,36,409,15000060,2020,Olesh,
עומר,666,OMER,6,62,623,99,342,1,7570,7430,7274,140,1949,180,,1857557518,331,614,10001937,2020,Omer,
עופר,810,OFER,3,32,322,15,243,1,663,663,651,,1950,310,1,1985872535,147,303,10004333,2020,Ofer,
עוצם,32,OZEM,6,61,612,50,,1,727,724,723,3,1955,310,1,1719661615,88,634,10001813,2020,Ozem,
עוקבי (בנו עוקבה) (שבט),957,UQBI (BANU UQBA),6,62,623,,,3,,,,,,460,,1920057700,,699,10001937,2020,Al-'Ukbi,
עזוז,328,EZUZ,6,62,626,48,,1,77,77,66,,1984,370,19,1494252264,331,620,10001918,2020,Ezuz,610
עזר,1149,EZER,6,61,611,33,143,1,807,807,793,,1966,350,,1689162724,32,616,10001821,2020,Ezer,420
עזריאל,837,AZRI'EL,4,41,411,18,141,1,866,866,856,,1951,310,2,1974268544,53,412,15000060,2020,Azri'el,410
עזריה,711,AZARYA,4,43,432,30,143,1,1246,1246,1235,,1949,310,1,1915664420,96,426,10002228,2020,Azarya,
עזריקם,817,AZRIQAM,6,61,611,33,143,1,1504,1503,1498,1,1950,310,1,1713862880,39,616,10001821,2020,Azriqam,420
עטאוונה (שבט),969,ATAWNE,6,62,623,,,3,,,,,,460,,1932057690,,699,10001937,2020,Al-'Atawina,
עטרת,3658,ATERET,7,74,,73,,1,943,943,943,,1981,370,11,2168865636,696,711,10003299,2020,Ateret,710
עידן,1175,IDDAN,6,62,625,54,,1,393,392,377,2,1980,310,1,2286452400,-180,657,10001918,2020,Iddan,610
עידן הנגב,1765,,6,62,623,41,,,,,,,,520,,1797658736,259,625,10001946,2020,,620
עיילבון,530,EILABUN,2,22,222,99,,2,5787,62,40,5725,,280,,2379274908,173,251,10004552,2020,Eilabun,214
עיינות,156,AYANOT,4,44,442,27,143,1,412,409,339,3,1930,340,,1781664704,24,456,15002488,2020,Ayanot,
עילוט,511,ILUT,2,25,237,99,,2,8537,1,,8536,,280,,2248173590,275,257,10004426,2020,Ilut,213
עין איילה,687,EN AYYALA,3,32,321,15,243,1,1151,1151,1132,,1949,310,1,1952172612,18,303,10004333,2020,En Ayyala,
עין אל-אסד,546,EIN AL-ASAD,2,21,212,2,,2,885,,,885,,450,,2376876064,529,209,10004465,2020,Ein Al-Asad,211
עין גב,273,EN GEV,2,22,221,6,,1,671,671,634,,1937,330,15,2601674321,-201,214,10004552,2020,En Gev,214
עין גדי,2042,EN GEDI,6,62,624,51,,1,591,580,549,11,1953,330,15,2365959563,-303,656,10001911,2020,En Gedi,
עין דור,436,EN DOR,2,23,233,9,,1,1045,1044,1006,1,1948,330,15,2393272923,125,254,10004394,2020,En Dor,213
עין הבשור,1240,EN HABESOR,6,62,622,38,,1,1105,1104,1074,1,1982,310,1,1468957689,116,651,10001893,2020,En HaBesor,620
עין הוד,74,EN HOD,3,32,322,15,243,1,651,648,618,3,1954,370,19,1987073394,121,303,10004333,2020,En Hod,
עין החורש,167,EN HAHORESH,4,41,411,16,141,1,847,847,833,,1931,330,15,1945469914,21,409,15000060,2020,En HaHoresh,
עין המפרץ,289,EN HAMIFRAZ,2,24,246,4,241,1,1258,1258,1222,,1938,330,15,2093675647,2,201,10004315,2020,En HaMifraz,212
"עין הנצי""ב",383,EN HANAZIV,2,23,231,7,,1,610,610,609,,1946,330,3,2473370854,-140,202,10004568,2020,En HaNaziv,214
עין העמק,367,EN HAEMEQ,2,23,236,13,,1,820,820,785,,1944,350,,2082272605,240,254,10004411,2020,En HaEmeq,213
עין השופט,270,EN HASHOFET,2,23,236,13,,1,837,836,740,1,1937,330,15,2096872240,261,254,10004411,2020,En HaShofet,213
עין השלושה,676,EN HASHELOSHA,6,62,622,38,,1,367,366,308,1,1950,330,6,1430658468,100,651,10001893,2020,En HaShelosha,620
עין ורד,157,EN WERED,4,41,411,18,141,1,1545,1544,1521,1,1930,310,1,1937568567,62,412,15000060,2020,En Wered,410
עין זיוון,4503,EN ZIWAN,2,29,292,71,,1,386,386,364,,1968,330,15,2746877807,960,219,10004579,2020,En Ziwan,211
עין חוד,1320,EIN HOD,3,32,322,15,243,2,315,,,315,,450,,2002673302,235,303,10004333,2020,Ein Hod,
עין חצבה,1053,EN HAZEVA,6,62,625,51,,,,,,,,510,,2234252310,-141,656,10001918,2020,En Hazeva,
עין חרוד (איחוד),89,EN HAROD (IHUD),2,23,232,8,,1,541,541,531,,1921,330,15,2369971883,41,204,10004394,2020,En Harod (Ihud),213
עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,23,232,8,,1,777,777,759,,1921,330,15,2370271825,-17,204,10004394,2020,En Harod(Me'uhad),213
עין יהב,806,EN YAHAV,6,62,625,54,,1,771,770,753,1,1951,310,1,2226250753,-83,657,10001918,2020,En Yahav,610
עין יעקב,813,EN YA'AQOV,2,24,243,52,,1,1185,1185,1153,,1950,310,1,2218476829,421,255,10004484,2020,En Ya'aqov,212
"עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,162,162,156,,1952,340,,2145863172,573,151,10002521,2020,En Karem-B.S.Haqla'i,
עין כרמל,426,EN KARMEL,3,32,321,15,243,1,923,923,907,,1947,330,15,1958573145,22,303,10004333,2020,En Karmel,
עין מאהל,532,EIN MAHEL,2,25,237,99,,2,13568,17,4,13552,,270,,2333773641,403,257,10004453,2020,Ein Mahel,213
עין נקובא,521,EIN NAQQUBA,1,11,111,26,444,2,3585,1,,3584,,290,,2115163339,623,151,10002475,2020,Ein Naqquba,
עין עירון,223,EN IRON,3,32,324,14,,1,544,544,541,,1934,310,1,2011170996,62,351,10004261,2020,En Iron,
עין צורים,622,EN ZURIM,6,61,611,34,,1,810,810,802,,1949,330,3,1735162269,52,631,10001821,2020,En Zurim,
עין קנייא,4502,EIN QINIYYE,2,29,291,99,,2,2139,,,2139,,290,,2685879363,798,256,10004579,2020,Ein Qiniyye,211
עין ראפה,514,EIN RAFA,1,11,111,26,444,2,1251,8,8,1243,,450,,2109463307,610,151,10002475,2020,Ein Rafa,
עין שמר,139,EN SHEMER,3,32,324,14,,1,584,584,558,,1927,330,15,2009070775,43,351,10004261,2020,En Shemer,
עין שריד,880,EN SARID,4,41,411,18,141,1,1614,1614,1597,,1950,350,,1941268670,63,412,15000060,2020,En Sarid,410
עין תמר,1251,EN TAMAR,6,62,624,51,,1,197,197,187,,1982,310,10,2356653913,-347,656,10001911,2020,En Tamar,
עינת,871,ENAT,4,42,422,20,142,1,829,829,810,,1925,330,15,1942566553,50,417,10002168,2020,Enat,410
עיר אובות,1187,IR OVOT,6,62,625,54,,,,,,,,510,,2233552445,-135,657,10001918,2020,Ir Ovot,610
עכו,7600,AKKO,2,24,246,0,241,4,49503,33331,28993,16171,1948,160,,2082475927,8,213,10004315,2020,Akko,212
עלומים,1146,ALUMIM,6,62,622,39,,1,520,520,520,,1966,330,3,1537659579,98,651,10001930,2020,Alumim,620
עלי,3765,ELI,7,72,,73,,1,4601,4601,4572,,1984,190,,2253466435,704,711,10003299,2020,Eli,710
עלי זהב,3727,ALE ZAHAV,7,73,,72,145,1,3828,3828,3807,,1982,190,9,2062566427,349,710,15004488,2020,Ale Zahav,
עלמה,688,ALMA,2,21,212,2,,1,707,707,707,,1949,310,2,2470477293,674,209,10004528,2020,Alma,211
עלמון,3715,ALMON,7,74,,73,445,1,1440,1439,1399,1,1982,370,11,2280763760,516,711,10003314,2020,Almon,710
עמוקה,1212,AMUQQA,2,21,212,2,,1,137,137,134,,1980,370,19,2493976704,706,209,10004528,2020,Amuqqa,211
עמיחי,3824,AMMIHAY,7,74,,73,,1,208,208,208,,2018,370,,2311666140,756,711,10003299,2020,Ammihay,710
עמינדב,779,AMMINADAV,1,11,111,26,444,1,1098,1098,1077,,1950,310,1,2135062878,823,151,10002521,2020,Amminadav,
עמיעד,385,AMMI'AD,2,21,213,1,,1,462,461,448,1,1946,330,15,2509375929,241,253,10004540,2020,Ammi'ad,211
עמיעוז,318,AMMI'OZ,6,62,622,38,,1,204,204,203,1,1957,310,1,1440657325,127,651,10001893,2020,Ammi'oz,620
עמיקם,773,AMMIQAM,3,32,323,45,,1,770,770,749,,1950,310,9,2022171878,81,351,10004333,2020,Ammiqam,
עמיר,319,AMIR,2,21,211,1,,1,598,595,569,3,1939,330,15,2582378705,76,253,10004591,2020,Amir,211
עמנואל,3660,IMMANU'EL,7,73,,99,145,1,4129,4129,4125,,1983,190,,2132267433,363,708,15004488,2020,Immanu'el,710
"עמק בית שאן מ""א 7",1824,,2,23,231,7,,,,,,,,530,,2474070920,,,,2020,,214
"עמק בית שאן של""ש",1825,,2,23,231,,,,,,,,,530,,,,,,2020,,
"עמק חולה מ""א 1",1806,,2,21,211,1,,,,,,,,530,,2578078330,,,,2020,,211
"עמק חולה מ""א 55",1807,,2,21,211,55,,,,,,,,530,,2580077650,,,,2020,,211
"עמק חולה של""ש",1808,,2,21,211,,,,,,,,,530,,,,,,2020,,
"עמק חפר מזרח מ""א 16",1875,,4,41,411,16,,,,,,,,530,,2289073170,,,,2020,,
"עמק חרוד מ""א 8",1826,,2,23,232,8,,,,,,,,530,,2368071640,,,,2020,,213
"עמק חרוד של""ש",1827,,2,23,232,,,,,,,,,530,,,,,,2020,,
"עמק יזרעאל מ""א 13",1834,,2,23,234,13,,,,,,,,530,,2185072150,,,,2020,,213
"עמק יזרעאל מ""א 8",1832,,2,23,234,8,,,,,,,,530,,2268071730,,,,2020,,213
"עמק יזרעאל מ""א 9",1833,,2,23,234,9,,,,,,,,530,,2244072700,,,,2020,,213
עמקה,708,AMQA,2,24,245,4,,1,794,794,781,,1949,310,1,2154876490,81,201,10004302,2020,Amqa,212
ענב,3712,ENAV,7,73,,72,,1,925,925,923,,1981,370,11,2120668784,292,710,15004488,2020,Enav,
עספיא,534,ISIFYA,3,31,311,99,223,2,12613,173,102,12440,,270,,2063873586,472,356,10004171,2020,Isifya,310
עפולה,7700,AFULA,2,23,234,0,,1,56769,56184,50457,585,1925,150,,2286172472,144,215,10004394,2020,Afula,213
עפרה,3617,OFRA,7,74,,73,445,1,3013,3013,3003,,1975,190,,2249765114,829,711,10003299,2020,Ofra,710
עץ אפרים,3778,EZ EFRAYIM,7,73,,72,145,1,2460,2460,2383,,1985,190,,2045766948,218,710,15004488,2020,Ez Efrayim,
עצמון שגב,917,ATSMON SEGEV,2,24,241,56,241,1,1165,1165,1154,,1953,370,13,2238875232,321,205,10004513,2020,Atsmon Segev,210
עראבה,531,ARRABE,2,24,241,0,,2,26252,39,,26213,,260,,2319775077,247,262,10004513,2020,Arrabe,
עראמשה*,1246,ARAMSHA,2,24,244,4,,2,1727,,,1727,,450,,2214477704,427,201,10004302,2020,Aramsha,212
ערב אל נעים,1335,ARAB AL NAIM,2,24,241,56,241,2,826,,,826,,450,,2274875480,303,205,10004513,2020,Arab Al Naim,210
ערד,2560,ARAD,6,62,623,0,,1,27208,26318,22103,890,1961,160,,2203557414,488,610,10001911,2020,Arad,610
ערוגות,593,ARUGOT,6,61,611,33,143,1,1155,1153,1124,1,1949,310,1,1785162692,66,616,10001821,2020,Arugot,420
ערערה,637,AR'ARA,3,32,323,99,,2,25530,42,12,25488,,260,,2086871174,173,354,10004233,2020,Ar'ara,
ערערה-בנגב,1192,AR'ARA-BANEGEV,6,62,623,99,,2,18952,10,,18942,,270,,2021956302,458,652,15003711,2020,Ar'ara-BaNegev,610
עשרת,591,ASERET,4,44,441,32,143,1,989,989,981,,1954,350,,1761763696,56,456,15002488,2020,Aseret,
עתלית,53,ATLIT,3,32,321,15,223,1,9731,9649,9354,82,1904,180,,1949373301,12,303,10004710,2020,Atlit,
עתניאל,3748,OTNI'EL,7,77,,78,,1,980,980,980,,1983,370,11,2027959416,699,715,15003512,2020,Otni'el,
פארן,1151,PARAN,6,62,625,54,,1,508,505,482,2,1972,310,1,2146647484,106,657,10001918,2020,Paran,610
"פארק הירדן מ""א 6",1961,,2,22,221,6,,,,,,,,530,,,,,,2020,,214
פארק תעשיות ספירים,1763,,6,61,614,37,,,,,,,,520,,1614560283,105,651,10001829,2020,,620
פארק תעשיות עמק חפר,1745,,4,41,411,16,141,,,,,,,520,,1903970090,19,409,15000060,2020,,
פדואל,3768,PEDU'EL,7,73,,72,145,1,2044,2044,2030,,1984,190,2,2050866319,369,710,15004488,2020,Pedu'el,
פדויים,750,PEDUYIM,6,62,622,42,344,1,519,519,509,,1950,310,1,1629858183,116,651,10001893,2020,Peduyim,620
פדיה,838,PEDAYA,4,43,432,30,143,1,836,836,833,,1951,310,1,1889964061,101,426,10002228,2020,Pedaya,
פוריידיס,537,FUREIDIS,3,32,321,99,,2,13450,16,8,13435,,270,,1957972265,50,353,10004333,2020,Fureidis,
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,371,371,348,,1949,350,,2515473616,37,214,10004552,2020,Poriyya-Kefar Avoda,214
פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1266,1252,1193,13,1949,350,,2506573889,137,214,10004552,2020,Poriyya-Newe Oved,214
פורייה עילית,1313,PORIYYA ILLIT,2,22,221,6,,1,1182,1124,1008,58,1955,350,,2515273737,136,214,10004552,2020,Poriyya Illit,214
פורת,767,PORAT,4,41,411,18,141,1,1278,1278,1257,,1950,310,2,1955168698,57,412,15000060,2020,Porat,410
פטיש,749,PATTISH,6,62,622,42,344,1,964,962,953,2,1950,310,1,1581258191,96,651,10001893,2020,Pattish,620
פלך,1185,PELEKH,2,24,243,56,,1,182,182,176,,1980,330,15,2221675987,495,205,15002358,2020,Pelekh,210
פלמחים,597,PALMAHIM,4,44,442,27,143,1,745,745,725,,1949,330,15,1723464906,18,456,15002488,2020,Palmahim,
פני חבר,3723,PENE HEVER,7,77,,78,,1,678,678,677,,1982,370,11,2157559933,792,715,15003512,2020,Pene Hever,
פסגות,3659,PESAGOT,7,74,,73,445,1,2037,2037,2037,,1981,190,11,2213864510,850,711,10003299,2020,Pesagot,710
פסוטה,535,FASSUTA,2,24,244,99,,2,3180,7,,3174,,290,,2292977260,566,258,10004484,2020,Fassuta,212
"פעמי תש""ז",2059,PA'AME TASHAZ,6,62,621,42,,1,572,572,570,,1953,310,1,1708159424,179,651,10001930,2020,Pa'ame Tashaz,620
פצאל,3615,PEZA'EL,7,75,,75,,1,322,321,321,1,1975,310,1,2419266123,-235,712,10003299,2020,Peza'el,710
פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5975,2,,5973,,280,,2313576483,618,258,10004484,2020,Peqi'in (Buqei'a),
פקיעין חדשה,281,PEQI'IN HADASHA,2,24,243,52,,1,584,567,548,17,1955,310,19,2304976544,542,255,10004484,2020,Peqi'in Hadasha,212
פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,32,324,99,,1,43760,43694,42360,66,1913,160,,1979770877,48,308,10004261,2020,Pardes Hanna-Karkur,
פרדסייה,171,PARDESIYYA,4,41,411,99,141,1,6641,6639,6541,2,1942,180,,1917769028,52,457,15000060,2020,Pardesiyya,
פרוד,599,PAROD,2,21,212,2,,1,608,602,579,6,1949,330,15,2407475969,427,209,10004528,2020,Parod,211
פרזון,2053,PERAZON,2,23,234,8,,1,363,363,354,,1953,310,1,2294471684,78,204,10004394,2020,Perazon,213
פרי גן,1231,PERI GAN,6,62,622,38,,1,244,244,243,,1981,310,6,1385557032,92,651,10001893,2020,Peri Gan,620
פתח תקווה,7900,PETAH TIQWA,4,42,422,0,132,1,250484,250092,229342,392,1878,130,,1894266579,31,410,10002116,2020,Petah Tiqwa,
פתחיה,839,PETAHYA,4,43,432,30,143,1,851,851,841,,1951,310,6,1892964165,102,426,10002228,2020,Petahya,
צאלים,413,ZE'ELIM,6,62,622,38,,1,468,468,419,,1947,330,15,1555756821,143,651,10001893,2020,Ze'elim,620
צביה,1180,ZVIYYA,2,24,242,56,,1,336,336,326,,1979,370,19,2313675498,254,205,10004513,2020,Zviyya,210
צבעון,1213,ZIV'ON,2,24,244,1,,1,304,304,278,,1980,330,15,2392377000,758,253,10004528,2020,Ziv'on,211
צובה,465,ZOVA,1,11,111,26,444,1,613,613,600,,1948,330,15,2114063231,723,151,15000597,2020,Zova,
צוחר,1136,ZOHAR,6,62,622,38,,1,469,468,441,1,1973,350,,1452657190,135,651,10001893,2020,Zohar,620
צופייה,1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753964049,36,456,15002488,2020,Zofiyya,420
צופים,3791,ZUFIM,7,73,,72,145,1,2433,2432,2368,1,1989,190,,2010167832,155,710,15004488,2020,Zufim,
צופית,198,ZOFIT,4,42,421,20,141,1,1319,1319,1299,,1933,310,1,1927067776,66,417,10002133,2020,Zofit,410
צופר,1150,ZOFAR,6,62,625,54,,1,466,465,456,1,1970,310,1,2171749669,-2,657,10001918,2020,Zofar,610
צוקי ים,1102,ZUQI YAM,4,41,411,16,141,1,285,285,282,,1956,350,,1869369644,30,409,10002089,2020,Zuqi Yam,
צוקים,1262,ZUQIM,6,62,625,54,,1,342,342,330,,1983,370,,2157948903,44,657,10001918,2020,Zuqim,610
צור הדסה,1113,ZUR HADASSA,1,11,111,26,444,1,11584,11557,10976,27,1960,170,,2092062486,718,151,15000597,2020,Zur Hadassa,
